No,Kode Barang,Nama Barang,Re Order,Kategori,Sub Kategori,Satuan 1,Satuan 2,Satuan 3
605,140019,N________,0,,,PCS,PCS,PCS
606,140020,N________,0,,,PCS,PCS,PCS
607,140021,N________,0,,,PCS,PCS,PCS
608,150001,O________,0,,,PCS,PCS,PCS
609,150002,O________,0,,,PCS,PCS,PCS
610,150003,O________,0,,,PCS,PCS,PCS
611,150004,O________,0,,,PCS,PCS,PCS
612,150005,O________,0,,,PCS,PCS,PCS
613,150006,O________,0,,,PCS,PCS,PCS
614,150007,O________,0,,,PCS,PCS,PCS
615,150008,O________,0,,,PCS,PCS,PCS
616,150009,O________,0,,,PCS,PCS,PCS
617,150010,O________,0,,,PCS,PCS,PCS
618,160001,PAK MAYA / ANGEL 500gr,0,BAHAN KUE,BHNK,BKS,BKS,DOS
619,160002,PEMPEK KTLM,0,MISC,MISC,PCS,PCS,PAK
620,160003,PEMPEK KTLM ADAAN,0,FOOD,FOOD,PAK,PCS,PCS
621,160004,PEMPEK KTLM KAPAL SELAM KECIL,0,FOOD,FOOD,PAK,PCS,PCS
622,160005,PEMPEK KTLM KERITING,0,FOOD,FOOD,PAK,PCS,PCS
623,160006,PEMPEK KTLM LENJER,0,FOOD,FOOD,PAK,PCS,PCS
624,160007,PEPSODENT 120GR,0,PASTA GIGI,PSTG,KTK,LSN,DOS
625,160008,PEPSODENT 190GR,0,PASTA GIGI,PSTG,KTK,LSN,DOS
626,160009,PEPSODENT 75GR,0,PASTA GIGI,PSTG,KTK,LSN,DOS
627,160010,PEPSODENT HERBAL 190GR,0,PASTA GIGI,PSTG,KTK,KTK,LSN
628,160011,PEPSODENT HERBAL 65GR,0,PASTA GIGI,PSTG,KTK,KTK,LSN
629,160012,PETIS SL,0,BUMBU,BUMBU,ISI,KLG,KLG
630,160013,PLASTIK PE xxxx,0,PLASTIK,PLSTK,BKS,BKS,KG
631,160014,PLASTIK PP SEMUT,0,PLASTIK,PLSTK,BKS,BKS,KG
632,160015,PLASTIK TIKTAS HD PE 1 1/2KG,0,PLASTIK,PLSTK,BKS,BKS,IKT
633,160016,PLASTIK TIKTAS HD PE 1/2KG,0,PLASTIK,PLSTK,BKS,BKS,IKT
634,160017,PLASTIK TIKTAS HD PE 1/4KG,0,PLASTIK,PLSTK,BKS,BKS,IKT
635,160018,PLASTIK TIKTAS HD PE 1KG,0,PLASTIK,PLSTK,BKS,BKS,IKT
636,160019,PLASTIK TIKTAS HD PE 2KG,0,PLASTIK,PLSTK,BKS,BKS,IKT
637,160020,POP MIE B,0,MIE,MIE,BKS,BKS,DOS
638,160021,POP MIE K,0,MIE,MIE,BKS,BKS,DOS
639,160022,PLASTIK PE APOLO 1/4kg 10x20,0,PLASTIK,PLSTK,BKS,BKS,KG
640,160023,PLASTIK PE APOLO 1/2kg 12x24,0,PLASTIK,PLSTK,BKS,BKS,KG
641,160024,PLASTIK PE APOLO 1KG 15x27,0,PLASTIK,PLSTK,BKS,BKS,KG
642,160025,PLASTIK PE APOLO 1.5KG 18x30,0,PLASTIK,PLSTK,BKS,BKS,KG
643,160026,PLASTIK PE APOLO 2KG 18x35,0,PLASTIK,PLSTK,BKS,BKS,KG
644,160027,PLASTIK PE APOLO 3KG 25x40,0,PLASTIK,PLSTK,BKS,BKS,KG
645,160028,POTABEE SNACK RTG,0,,,RTG,RTG,DOS
646,160029,PALA,0,,,Ons,KG,KG
647,160030,PEMUTIH KUE,0,,,ONS,ONS,KG
648,160031,Pasta MORIZA,0,,,PCS,PCS,PCS
649,160032,PEKAK BUNGA LAWANG 1KG,0,,,BKS,BKS,BKS
650,160033,P________,0,,,PCS,PCS,PCS
651,180001,RAPIKA RF 450ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
652,180002,RAPIKA SC,0,SABUN CAIR,SBNCR,LSN,PRES,DOS
653,180003,REALGOOD MILK CK/STR,0,FOOD,FOOD,BKS,BKS,DOS
654,180004,REXONA SC.,0,MISC,MISC,RTG,RTG,DOS
655,180005,RINSO 770 GR,0,DETERGEN,DET,BKS,BKS,DOS
656,180006,RINSO CAIR 800ML,0,DETERGEN,DET,BKS,BKS,DOS
657,180007,RINSO CAIR SC. (isi 12 lsn),0,DETERGEN,DET,LSN,LSN,DOS
658,180008,RINxx xxxx,0,DETERGEN,DET,BKS,BKS,DOS
659,180009,RINSO SC 50GR,0,DETERGEN,DET,LSN,LSN,DOS
660,180010,ROKOK SURYA12,0,ROKOK,ROKOK,PCS,PCS,PRES
661,180011,ROKOK SURYA PRO MR,0,ROKOK,ROKOK,PRES,PRES,PRES
662,180012,ROKOK SURYA PRO PTH,0,ROKOK,ROKOK,PRES,PRES,PRES
663,180013,ROKOK SURYA KLG,0,ROKOK,ROKOK,KLG,KLG,KLG
664,180014,ROKOK DJI SAM SOE 12,0,ROKOK,ROKOK,PRES,PRES,PRES
665,180015,ROKOK A MILD 16,0,ROKOK,ROKOK,PRES,PRES,PRES
666,180016,ROYCO SAPI 220GR,0,MSG,MSG,BKS,BKS,DOS
667,180017,ROYCO AYAM 1KG,0,MSG,MSG,BKS,BKS,DOS
668,180018,ROYCO SC 500AN SP,0,MSG,MSG,RTG,LOS,DOS
669,180019,ROYCO SC 500AN AYM,0,MSG,MSG,RTG,LOS,DOS
670,180020,RINSO 195GR P5000 ISI 18,0,,,BKS,BKS,DOS
671,180021,ROYCO AYAM 220gr,0,,,PCS,PCS,DOS
672,180022,RICE VINEGAR NC TTS cuka jepang,0,,,BTL,BTL,DOS
673,180023,ROYCO IKAN SC,0,,,RTG,LOS,DOS
674,180024,RINSO CAIR SC. (ISI 8),0,,,LSN,LSN,DOS
675,180025,RAMEN YES HAKATA 2+1,0,,,PCS,PCS,DOS
676,180026,R________,0,,,PCS,PCS,PCS
677,180027,R________,0,,,PCS,PCS,PCS
678,180028,R________,0,,,PCS,PCS,PCS
679,180029,R________,0,,,PCS,PCS,PCS
680,190001,SABUN ASEPSO,0,SABUN,SBN,BKS,BKS,LSN
681,190002,SABUN BABY CUSSON 80GR,0,SABUN,SBN,BKS,LSN,DOS
682,190003,SABUN CITRA,0,SABUN,SBN,BKS,LSN,DOS
683,190004,SABUN DETTOL B.,0,SABUN,SBN,BKS,LSN,DOS
684,190005,SABUN DETTOL K,0,SABUN,SBN,BKS,LSN,DOS
685,190006,SABUN FRES,0,SABUN,SBN,BKS,LSN,DOS
686,190007,SABUN GIV,0,SABUN,SBN,BKS,LSN,DOS
687,190008,SABUN GIV CAIR RV k,0,SABUN,SBN,BKS,BKS,DOS
688,190009,SABUN NUVO CAIR RV k,0,SABUN,SBN,BKS,BKS,DOS
689,190010,SABUN HARMONI,0,SABUN,SBN,BKS,LSN,DOS
690,190011,SABUN JF SULFUR,0,SABUN,SBN,BKS,BKS,LSN
691,190012,SABUN KODOK O,0,SABUN,SBN,BKS,LOS,DOS
692,190013,SABUN LIFEBOY,0,SABUN,SBN,BKS,LSN,DOS
693,190014,SABUN LUX,0,SABUN,SBN,BKS,LSN,DOS
694,190015,SABUN MEDICARE,0,SABUN,SBN,BKS,LSN,DOS
695,190016,SABUN NUVO,0,SABUN,SBN,BKS,LSN,DOS
696,190017,SABUN SEHAT,0,SABUN,SBN,BKS,LSN,DOS
697,190018,SABUN SHINZUI,0,SABUN,SBN,BKS,LSN,DOS
698,190019,SAFT INSTANT GOLD 500GR,0,BAHAN KUE,BHNK,BKS,BKS,DOS
699,190020,PAK MAYA SC 11GR,0,BAHAN KUE,BHNK,PCS,PRES,KTK
700,190021,SAJIKU NASI GORENG,0,BUMBU,BUMBU,RTG,RTG,DOS
701,190022,SAJIKU TEPUNG BUMBU K.1500,0,BUMBU,BUMBU,RTG,RTG,DOS
702,190023,SAMBAL TERASI FINA,0,FOOD,FOOD,PRES,PRES,DOS
703,190024,SANTAN BUBUK SASA,0,SANTAN,SANTAN,PRES,PRES,DOS
704,190025,SANTAN KARA BUBUK,0,SANTAN,SANTAN,RTG,RTG,DOS
705,190026,SANTAN KARA TCA,0,BUMBU,BUMBU,BKS,BKS,DOS
706,190027,SANTAN ROSE TCA,0,SANTAN,SANTAN,BKS,BKS,DOS
707,190028,SAXXXXXX,0,SANTAN,SANTAN,BKS,IKT,DOS
708,190029,SAORI SAOS TIRAM SC,0,BUMBU,BUMBU,RTG,RTG,DOS
709,190030,SAOS TOMAT ABC JRG,0,SAOS,SAOS,JRG,,
710,190031,SAOS LOMBOK BAHAGIA,0,SAOS,SAOS,BTL,BTL,DOS
711,190032,SAOS LOMBOK TIGA ANAK,0,SAOS,SAOS,ISI,BTL,DOS
712,190033,SAOS SAMBAL ABC BTL 335ML BELING,0,SAOS,SAOS,BTL,BTL,DOS
713,190034,SAOS SAMBAL ABC MJ 135ML,0,SAOS,SAOS,BTL,BTL,DOS
714,190035,SAOS SAMBAL ABC SC.,0,SAOS,SAOS,PRES,PRES,DOS
715,190036,SAOS SAMBAL MENJANGAN,0,SAOS,SAOS,BTL,BTL,DOS
716,190037,SAOS TIRAM PANDA 510GR,0,SAOS,SAOS,BTL,BTL,LSN
717,190038,SAOS TOMAT ABC BTL 335ML,0,SAOS,SAOS,BTL,BTL,DOS
718,190039,SAOS TOMAT ABC MJ 135ML,0,SAOS,SAOS,BTL,BTL,DOS
719,190040,SAOS TOMAT ABC SC.,0,SAOS,SAOS,PRES,PRES,DOS
720,190041,SAOS TOMAT MENJANGAN,0,SAOS,SAOS,BTL,BTL,DOS
721,190042,SARI JAHE KERATON,0,MINUMAN,MIN,PRES,PRES,DOS
722,190043,SARI MANIS BELL,0,MSG,MSG,BKS,PRES,DOS
723,190044,SARI MANIS TAWON 1 KG,0,MISC,MISC,BKS,BKS,BKS
724,190045,SARIMI DUO GRG,0,MIE,MIE,BKS,LOS,DOS
725,190046,SARIMI DUO KUAH,0,MIE,MIE,BKS,LOS,DOS
726,190047,SASA 1KG MICIN,0,MSG,MSG,BKS,BKS,DOS
727,190048,SASA 250GR MICIN,0,MSG,MSG,BKS,LOS,DOS
728,190049,SASA RP1000 MICIN,0,MSG,MSG,BKS,PRES,DOS
729,190050,SCOTCH BRITE KAWAT 4K,0,SABUN,SBN,LSN,LSN,DOS
730,190051,SCOTCH BRITE SPON,0,MISC,MISC,LSN,LSN,DOS
731,190052,SEGAR DINGIN,0,MINUMAN,MIN,PRES,PRES,DOS
732,190053,SHAMPOO CL____,0,SHAMPOO,SHMP,RTG,RTG,DOS
733,190054,SHAMPOO DOVE SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
734,190055,SHAMPOO EMERON SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
735,190056,SHAMPOO HS HEAD SHOULDER,0,SHAMPOO,SHMP,RTG,RTG,DOS
736,190057,SHAMPOO KID KODOMO,0,SHAMPOO,SHMP,BTL,BTL,RTG
737,190058,SHAMPOO LIF___,0,SHAMPOO,SHMP,RTG,RTG,DOS
738,190059,SHAMPOO PANTENE 170ML,0,SHAMPOO,SHMP,BTL,BTL,BTL
739,190060,SHAMPOO PAN____,0,SHAMPOO,SHMP,RTG,RTG,DOS
740,190061,SHAMPOO REJOICE SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
741,190062,SHAMPOO SUN____,0,SHAMPOO,SHMP,RTG,RTG,DOS
742,190063,SHAMPOO ZINC SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
743,190064,SIDOMUNCUL KOPI JAHE,0,KOPI,KOPI,RTG,RTG,DOS
744,190065,SIDOMUNCUL SUSU JAHE,0,KOPI,KOPI,RTG,RTG,DOS
745,190066,SIKAT GIGI CIPTADENT,0,PASTA,PASTA,PCS,KTK,DOS
746,190067,SIKAT GIGI CIPTADENT ISI 3,0,MISC,MISC,PCS,PCS,KTK
747,190068,SIKAT GIGI FORMULA,0,MISC,MISC,BIJI,KTK,DOS
748,190069,SIKAT GIGI KODOMO PRO KID,0,MISC,MISC,PCS,PCS,KTK
749,190070,SILET GOAL BLUE 2,0,SUSU,SUSU,PCS,LOS,PCS
750,190071,SILET GOAL BLUE 3,0,MISC,MISC,PCS,PCS,RTG
751,190072,SILET GOAL KUNING,0,MISC,MISC,PCS,LOS,PCS
752,190073,SILET GOAL,0,MISC,MISC,PCS,PCS,RTG
753,190074,SIRUP ABC ORANGE,0,SIRUP,SIRUP,BTL,BTL,DOS
754,190075,SIRUP ABC SPC,0,SIRUP,SIRUP,BTL,BTL,DOS
755,190076,SODA KUE,0,BAHAN KUE,BHNK,ONS,KG,ZAK
756,190077,SODA KUE RW,0,BAHAN KUE,BHNK,PRES,PRES,PRES
757,190078,SOHUN RRC NAGA 250GR,0,SOHUN,SOHUN,BKS,BKS,BKS
758,190079,SOHUN RRC NAGA 50GR,0,SOHUN,SOHUN,BKS,LOS,DOS
759,190080,SOHUN SRIMPI BR,0,SOHUN,SOHUN,BKS,BKS,BAL
760,190081,SOHUN SRIMPI K,0,SOHUN,SOHUN,BKS,BKS,IKT
761,190082,SOHUN SRIMPI MR,0,SOHUN,SOHUN,BKS,BKS,BAL
762,190083,SOKLIN xxxxx,0,SABUN CAIR,SBNCR,RTG,PRES,DOS
763,190084,SOKLIN ALL IN 60GR,0,DETERGEN,DET,LSN,LSN,DOS
764,190085,SOKLIN BUBUK 340GR,0,DETERGEN,DET,BKS,BKS,DOS
765,190086,SOKLIN BUBUK 800GR,0,DETERGEN,DET,BKS,BKS,DOS
766,190087,SOKLIN xxxxxxxxxxx BUBUK MB,0,DETERGEN,DET,LSN,LSN,DOS
767,190088,SOKLIN BUBUK PK,0,DETERGEN,DET,LSN,LSN,DOS
768,190089,SOKLIN LANTAI 450ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
769,190090,SOKLIN LANTAI 900ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
770,190091,SOKLIN LANTAI RF 1000AN,0,DETERGEN,DET,BKS,LSN,DOS
771,190092,SOKLIN LANTAI SC,0,SABUN CAIR,SBNCR,RTG,PRES,DOS
772,190093,SOKLIN LIQUID 100ML RV,0,ARAK,ARAK,BKS,BKS,DOS
773,190094,SOKLIN LIQUID 800ML,0,SABUN,SBN,BKS,BKS,DOS
774,190095,SOKLIN LIQUID SC 40 ML 1000AN,0,SABUN,SBN,LSN,PRES,DOS
775,190096,SOKLIN LIQUID SC.,0,SABUN,SBN,LSN,PRES,DOS
776,190097,SOKLIN PEMUTIH 1000ML,0,SABUN CAIR,SBNCR,BTL,BTL,DOS
777,190098,SOKLIN PEMUTIH 100ML,0,SABUN CAIR,SBNCR,BTL,LSN,DOS
778,190099,SOKLIN PEMUTIH 500ML,0,SABUN,SBN,BTL,BTL,DOS
779,190100,SOKLIN PEMUTIH SC,0,SABUN,SBN,PRES,PRES,DOS
780,190101,SOKLIN PEWANGI 450ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
781,190102,SOKLIN PEWANGI 900ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
782,190103,SOKLIN PEWANGI GLAMOR SC.,0,DETERGEN,DET,RTG,PRES,DOS
783,190104,SOKLIN PEWANGI RF 1000AN,0,SUSU,SUSU,BKS,BKS,DOS
784,190105,SOKLIN PEWANGI SC,0,SABUN CAIR,SBNCR,RTG,PRES,DOS
785,190106,SOKLIN ROYALE SC. P500,0,DETERGEN,DET,RTG,PRES,DOS
786,190107,SOKLIN SOFTENER SC,0,SABUN CAIR,SBNCR,RTG,PRES,DOS
787,190108,SOKLIN SOFTENER 900ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
788,190109,SOKLIN SOFTENER PREMIUM,0,SABUN CAIR,SBNCR,RTG,PRES,DOS
789,190110,SOKLIN SOFTENER RF 1000AN,0,SABUN,SBN,BKS,BKS,DOS
790,190111,SOSIS SO NICE,0,FOOD,FOOD,PCS,PCS,DOS
791,190112,SP TBM QUICK B,0,BAHAN KUE,BHNK,BKS,BKS,PRES
792,190113,SP TBM QUICK K,0,BAHAN KUE,BHNK,BKS,BKS,PRES
793,190114,STMJ SIDOMUNCUL,0,MINUMAN,MIN,RTG,PRES,DOS
794,190115,SUMBO RAJAWALI KUNING,0,SUMBO,SUMBO,BTL,BTL,KTK
795,190116,SUNLIGHT CAIR 90 ML,0,SABUN CAIR,SBNCR,BKS,LSN,DOS
796,190117,SUNLIGHT CAIR 210ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
797,190118,SUNLIGHT CAIR 420ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
798,190119,SUNLIGHT CAIR 52ML 1000-AN,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
799,190120,SUNLIGHT CAIR xxxxxxxx 755ML,0,SABUN CAIR,SBNCR,BKS,LOS,DOS
800,190121,SUNLIGHT CREAM 175 GR,0,SABUN,SBN,BKS,BKS,DOS
801,190122,SUPER PELL 770ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
802,190123,SUPER PELL RV 90ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
803,190124,SUPERSOL RV 800ML,0,MISC,MISC,BKS,BKS,DOS
804,190125,S XXXXX SUPERSOL RV48ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
805,190126,S XXXXX SUPERSOL SC,0,SABUN CAIR,SBNCR,LSN,PRES,DOS
806,190127,SWEETY RTG M,0,PEMBALUT,PMBLT,RTG,LSN,DOS
807,190128,SWEETY RTG L,0,PEMBALUT,PMBLT,RTG,LSN,DOS
808,190129,SWEETY RTG S,0,PEMBALUT,PMBLT,RTG,LSN,DOS
809,190130,SWEETY RTG XL,0,PEMBALUT,PMBLT,RTG,LSN,DOS
810,190131,SOKLIN BIOMATIC FRONT LOAD 1KG,0,DETERGEN,DET,PCS,PCS,DOS
811,190132,SHAMPOO LIFEBOY BIRU SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
812,190133,SHAMPOO LIFEBOY HIJAU SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
813,190134,SHAMPOO LIFEBOY MERAH SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
814,190135,SHAMPOO CLEAR BIRU SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
815,190136,SHAMPOO CLEAR HIJAU SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
816,190137,SHAMPOO CLEAR HITAM SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
817,190138,SHAMPOO SUNSILK KUNING SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
818,190139,SHAMPOO SUNSILK HITAM SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
819,190140,SHAMPOO PANTENE BIRU SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
820,190141,SHAMPOO PANTENE MERAH SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
821,190142,SHAMPOO PANTENE UNGU SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
822,190143,SHAMPOO PANTENE HIJAU SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
823,190144,SHAMPOO PANTENE HITAM SC,0,SHAMPOO,SHMP,RTG,RTG,DOS
824,190145,SAOS SAMBAL SASA SC,0,,,PRES,PRES,DOS
825,190146,SAOS ROCKY,0,,,PCS,PCS,PETI
826,190147,SEDANI SPAGETTI,0,,,BKS,BKS,DOS
827,190148,SHAMPOO KID KODOMO RTG,0,,,RTG,RTG,DOS
828,190149,SUNLIGHT CAIR 650ML,0,,,PCS,PCS,DOS
829,190150,SAORI TERIYAKI SC,0,,,RTG,RTG,DOS
830,190151,SAORI TIRAM MJ,0,,,PCS,PCS,DOS
831,190152,SOKLIN SMART 725Gr,0,,,BKS,BKS,DOS
832,190153,SEDAP MIE BAKED GR / ST,0,,,PCS,PCS,DOS
833,190154,Soda Kue Jepang,0,,,KG,KG,ZAK
834,190155,SO SOFT SC 80ML,0,,,RTG,RTG,DOS
835,190156,SUPERSOL 230ML,0,,,PCS,PCS,DOS
836,190157,SEDAP BUMBU KALDU SAPI 2+1,0,,,RTG,RTG,DOS
837,190158,SOKLIN LIQUID 215ML 5000AN,0,,,PCS,PCS,DOS
838,190159,SUMBO RAJAWALI MERAH ARBEI,0,,,BTL,BTL,KTK
839,190160,SUMBO RAJAWALI MERAH MUDA,0,,,BTL,BTL,KTK
840,190161,SUMBO RAJAWALI HIJAU APEL,0,,,BTL,BTL,KTK
841,200001,TALI RAFIA CAP MAWAR,0,MISC,MISC,BAL,BAL,BAL
842,200002,TANGO WAFER,0,KUE,KUE,KLG,KLG,DOS
843,200003,TEH 999,0,TEH,TEH,BKS,PRES,BAL
844,200004,TEH DANDANG MERAH,0,TEH,TEH,PRES,PRES,PRES
845,200005,TEH GELAS,0,TEH,TEH,DOS,DOS,DOS
846,200006,TEH JAVANA,0,MINUMAN,MIN,BTL,BTL,DOS
847,200007,TEH NAGA KOTAK CELUP,0,TEH,TEH,KTK,LOS,DOS
848,200008,TEH NAGA PLASTIK,0,TEH,TEH,PAK,PRES,DOS
849,200009,TEH SARIMELATI,0,TEH,TEH,LSN,LSN,DOS
850,200010,TEH SARIWANGI KTK,0,TEH,TEH,KTK,KTK,DOS
851,200011,TEH SARIWANGI SC,0,TEH,TEH,LSN,LSN,DOS
852,200012,TEH SOSRO KTK TB 30,0,TEH,TEH,KTK,PRES,DOS
853,200013,TE xxxxxxxxxx,0,TEH,TEH,PRES,PRES,DOS
854,200014,TEH TONG DJI 25 MELATI,0,TEH,TEH,KTK,PRES,PRES
855,200015,TEH TONG DJI SUPER 40GR,0,TEH,TEH,PRES,PRES,BAL
856,200016,TELUR,0,FOOD,FOOD,KG,KG,PETI
857,200017,TEPUNG BERAS KAMALIA,0,TEPUNG,TEPUNG,PRES,PRES,ZAK
858,200018,TEPUNG BERAS KLAMPOK 25KG,0,TEPUNG,TEPUNG,KG,KG,ZAK
859,200019,TEPUNG BERAS MATAHARI,0,TEPUNG,TEPUNG,PRES,PRES,ZAK
860,200020,TEPUNG BERAS NE,0,TEPUNG,TEPUNG,KG,KG,DOS
861,200021,TEPUNG BERAS ROSE 500GR,0,TEPUNG,TEPUNG,BKS,KG,DOS
862,200022,TEPUNG BERAS VIRGO BR.,0,TEPUNG,TEPUNG,PAK,PRES,ZAK
863,200023,TEPUNG BERAS VIRGO MR.,0,TEPUNG,TEPUNG,PRES,PRES,ZAK
864,200024,TEPUNG BUMBU JEMPOL B,0,TEPUNG,TEPUNG,PRES,PRES,PRES
865,200025,TEPUNG BUMBU JEMPOL K,0,TEPUNG,TEPUNG,PRES,PRES,DOS
866,200026,TEPUNG BUMBU SASA P1000,0,TEPUNG,TEPUNG,PRES,PRES,DOS
867,200027,TPNG CAKRA 25KG,0,TEPUNG,TEPUNG,KG,LOS,ZAK
868,200028,TPNG PAYUNG 25KG,0,TEPUNG,TEPUNG,KG,LOS,ZAK
869,200029,TEPUNG DF / Wilis (LOW),0,TEPUNG,TEPUNG,KG,KG,ZAK
870,200030,TEPUNG HUNG KWEE KURA,0,TEPUNG,TEPUNG,BKS,PRES,DOS
871,200031,TEPUNG KETAN BOLA / NE,0,TEPUNG,TEPUNG,KG,KG,DOS
872,200032,TEPUNG KETAN ROSE 500GR,0,TEPUNG,TEPUNG,BKS,KG,DOS
873,200033,TEPUNG KOBE CRISPY 2000AN,0,TEPUNG,TEPUNG,RTG,RTG,DOS
874,200034,TEPUNG KOBE K,0,TEPUNG,TEPUNG,BKS,PRES,DOS
875,200035,TEPUNG KOBE TEMPE B.,0,TEPUNG,TEPUNG,RTG,PRES,DOS
876,200036,TPNG LM 25KG,0,TEPUNG,TEPUNG,ZAK,ZAK,ZAK
877,200037,TEPUNG ROTI,0,TEPUNG,TEPUNG,KG,KG,ZAK
878,200038,TEPUNG SASA TB 80 BAKWAN,0,TEPUNG,TEPUNG,RTG,RTG,DOS
879,200039,TEPUNG SASA TB 80 KENTAKY,0,TEPUNG,TEPUNG,RTG,RTG,DOS
880,200040,TEPUNG SASA TB 80 PISANG,0,TEPUNG,TEPUNG,RTG,RTG,DOS
881,200041,TPNG SEGITIGA 1KG DUS,0,TEPUNG,TEPUNG,KG,BKS,DOS
882,200042,TPNG SGTG 25KG,0,TEPUNG,TEPUNG,KG,LOS,ZAK
883,200043,TEPUNG TERIGU KUNCI,0,TEPUNG,TEPUNG,ZAK,ZAK,ZAK
884,200044,TEPUNG VIRGO PEYEK K.,0,TEPUNG,TEPUNG,PAK,PRES,ZAK
885,200045,TERASI ABC,0,BUMBU,BUMBU,PAK,PAK,DOS
886,200046,TOLAK ANGIN,0,OBAT,OBAT,KTK,KTK,DOS
887,200047,TOLAK ANGIN ANAK,0,OBAT,OBAT,KTK,KTK,KTK
888,200048,TOLAK LINU CAIR,0,MISC,MISC,KTK,KTK,KTK
889,200049,TOP GULA,0,KOPI,KOPI,RTG,RTG,DOS
890,200050,TOP GULA AREN / Avo / Moka SC,0,KOPI,KOPI,RTG,RTG,DOS
891,200051,TOP GULA TORAJA 2+1,0,KOPI,KOPI,RTG,RTG,DOS
892,200052,TOP K 7GR,0,KOPI,KOPI,RTG,RTG,DOS
893,200053,TOP KOPI 165GR,0,KOPI,KOPI,BKS,LOS,DOS
894,200054,TOP CAPPUCINNO,0,KOPI,KOPI,RTG,LOS,DOS
895,200055,TOP PLUS,0,KOPI,KOPI,RTG,RTG,DOS
896,200056,TOP SUSU,0,KOPI,KOPI,RTG,RTG,DOS
897,200057,TOP SUSU KENTAL 30GR,0,KOPI,KOPI,RTG,RTG,DOS
898,200058,TOP WHITE,0,KOPI,KOPI,RTG,RTG,DOS
899,200059,TOP NEO 2+1 MOCA / CARAMEL,0,KOPI,KOPI,RTG,RTG,DOS
900,200060,TUMBAR,0,PALAWIJA,PLWJ,ONS,KG,ZAK
901,200061,TROPICANA GULA DIABETX,0,,,PRES,PRES,DOS
902,200062,TOP BARISTA KOPI GULA,0,,,RTG,RTG,DOS
903,200063,TEPUNG BUMBU SASA 1KG,0,,,BKS,BKS,DOS
904,200064,TEPUNG TEGU,0,,,ZAK,ZAK,ZAK
905,200065,TEPUNG BUMBU RACIK 32gr,0,,,RTG,RTG,DOS
906,200066,TEPUNG RACIK KRISPI,0,,,RTG,RTG,DOS
907,200067,TPNG CAKRA 1KG DUS,0,,,PCS,PCS,DUS
908,200068,TEPUNG BERAS BOLA,0,,,PCS,KG,DOS
909,200069,TEH SOSRO SC ISI10 Baru,0,,,RTG,RTG,DOS
910,200070,TEPUNG SAGU AREN,0,,,KG,KG,ZAK
911,200071,TEH SARIMURNI SC,0,,,RTG,RTG,DOS
912,200072,T________,0,,,PCS,PCS,PCS
913,220001,VANILI LAYAR BTL K,0,BAHAN KUE,BHNK,BTL,BTL,LSN
914,220002,VANILI LAYAR BUNDAR,0,BAHAN KUE,BHNK,PAK,LSN,DOS
915,220003,VANILI LOKAL,0,BAHAN KUE,BHNK,KG,KG,KG
916,220004,VIXAL 800ML,0,SABUN CAIR,SBNCR,BTL,BTL,DOS
917,220005,V________,0,,,PCS,PCS,PCS
918,220006,V________,0,,,PCS,PCS,PCS
919,220007,V________,0,,,PCS,PCS,PCS
920,220008,V________,0,,,PCS,PCS,PCS
921,220009,V________,0,,,PCS,PCS,PCS
922,220010,V________,0,,,PCS,PCS,PCS
923,220011,V________,0,,,PCS,PCS,PCS
924,220012,V________,0,,,PCS,PCS,PCS
925,220013,V________,0,,,PCS,PCS,PCS
926,220014,V________,0,,,PCS,PCS,PCS
927,220015,V________,0,,,PCS,PCS,PCS
928,230001,WIJEN,0,PALAWIJA,PLWJ,ONS,ONS,KG
929,230002,WING 12KG,0,SABUN COLEK,SBNCLK,KLG,KLG,KLG
930,230003,WING 200K Hijau,0,DETERGEN,DET,BKS,RTG,DOS
931,230004,WING 200K Putih,0,DETERGEN,DET,BKS,RTG,DOS
932,230005,WING 20KG,0,SABUN COLEK,SBNCLK,KLG,KLG,KLG
