Daftar Barang,,,,,,
,,,,,,
No,Nama,Qty,Satuan,,,
905,190168 - SUMBO RAJAWALI MERAH TUA,64,BTL,,,
906,190117 - SUNLIGHT CAIR 210ML,842,BKS,,,
907,190118 - SUNLIGHT CAIR 420ML xxx,0,BKS,,,
908,190119 - SUNLIGHT CAIR 52ML 1000-AN,360,BKS,,,
909,190149 - SUNLIGHT CAIR 650ML,599,PCS,,,
910,190116 - SUNLIGHT CAIR 90 ML,320,BKS,,,
911,190120 - SUNLIGHT CAIR xxxxxxxx 755ML,0,BKS,,,
912,190121 - SUNLIGHT CREAM 175 GR,0,BKS,,,
913,190184 - SUNLIGHT JRG 5L,9,JRG,,,
914,190122 - SUPER PELL 770ML xxx,0,BKS,,,
915,190123 - SUPER PELL RV 90ML xxx,0,BKS,,,
916,190156 - SUPERSOL 230ML,26,PCS,,,
917,190124 - SUPERSOL RV 800ML,90,BKS,,,
918,190172 - SUPERSOL SCT 38ML 1000AN,68,LSN,,,
919,190128 - SWEETY RTG L,20,RTG,,,
920,190127 - SWEETY RTG M,25,RTG,,,
921,190129 - SWEETY RTG S xxx,0,RTG,,,
922,190130 - SWEETY RTG XL,0,RTG,,,
923,200001 - TALI RAFIA CAP MAWAR,61,BAL,,,
924,200002 - TANGO WAFER,30,KLG,,,
925,200013 - TE xxxxxxxxxx,0,PRES,,,
926,200003 - TEH 999,4320,BKS,,,
927,200004 - TEH DANDANG MERAH xxx,0,PRES,,,
928,200005 - TEH GELAS xxx,0,DOS,,,
25/05/2026 15:20:20,,,,Halaman ke 18 dari 22,,
Daftar Barang,,,,,,
,,,,,,
No,Nama,Qty,Satuan,,,
929,200006 - TEH JAVANA xxx,0,BTL,,,
930,200007 - TEH NAGA KOTAK CELUP,593,KTK,,,
931,200008 - TEH NAGA PLASTIK,3062,PAK,,,
932,200009 - TEH SARIMELATI xxx,0,LSN,,,
933,200071 - TEH SARIMURNI SC,1,RTG,,,
934,200010 - TEH SARIWANGI KTK,166,KTK,,,
935,200011 - TEH SARIWANGI SC,129,LSN,,,
936,200012 - TEH SOSRO KTK TB 30,204,KTK,,,
937,200069 - TEH SOSRO SC ISI10 Baru,75,RTG,,,
938,200014 - TEH TONG DJI 25 MELATI,91,KTK,,,
939,200015 - TEH TONG DJI SUPER 40GR xxx,0,PRES,,,
940,200016 - TELUR,1297.49,KG,,,
941,200078 - Telur Pi Tan,345,PCS,,,
942,200068 - TEPUNG BERAS BOLA,140,PCS,,,
943,200017 - TEPUNG BERAS KAMALIA xxx,0,PRES,,,
944,200018 - TEPUNG BERAS KLAMPOK 25KG xxx,0,KG,,,
945,200019 - TEPUNG BERAS MATAHARI,31,PRES,,,
946,200020 - TEPUNG BERAS NE,22,KG,,,
947,200021 - TEPUNG BERAS ROSE 500GR,4373,BKS,,,
948,200022 - TEPUNG BERAS VIRGO BR.,14,PAK,,,
949,200023 - TEPUNG BERAS VIRGO MR. xxx,0,PRES,,,
950,200024 - TEPUNG BUMBU JEMPOL B,0,PRES,,,
951,200025 - TEPUNG BUMBU JEMPOL K,90,PRES,,,
952,200065 - TEPUNG BUMBU RACIK 32gr,448,RTG,,,
953,200063 - TEPUNG BUMBU SASA 1KG,0,BKS,,,
954,200026 - TEPUNG BUMBU SASA P1000,161,PRES,,,
955,200029 - TEPUNG DF / Wilis (LOW),6650,KG,,,
956,200030 - TEPUNG HUNG KWEE KURA,190,BKS,,,
957,200031 - TEPUNG KETAN BOLA /  NE,0,KG,,,
958,200032 - TEPUNG KETAN ROSE 500GR,481,BKS,,,
959,200033 - TEPUNG KOBE CRISPY 2000AN,0,RTG,,,
960,200034 - TEPUNG KOBE K,0,BKS,,,
961,200035 - TEPUNG KOBE TEMPE B.,0,RTG,,,
962,200066 - TEPUNG RACIK KRISPI,6,RTG,,,
963,200037 - TEPUNG ROTI,19.5,KG,,,
964,200070 - TEPUNG SAGU AREN,169.6,KG,,,
965,200038 - TEPUNG SASA TB 80 BAKWAN,34,RTG,,,
966,200079 - TEPUNG SASA TB 80 HOT & SPICY,24,RTG,,,
967,200039 - TEPUNG SASA TB 80 KENTAKY,35,RTG,,,
968,200073 - TEPUNG SASA TB 80 ORIGINAL,45,RTG,,,
969,200040 - TEPUNG SASA TB 80 PISANG,26,RTG,,,
970,200064 - TEPUNG TEGU xxx,0,ZAK,,,
971,200043 - TEPUNG TERIGU KUNCI xxx,0,ZAK,,,
972,200044 - TEPUNG VIRGO PEYEK K.,202,PAK,,,
973,200045 - TERASI ABC,98,PAK,,,
974,200075 - TIGA RODA OBAT NYAMUK,0,IKT,,,
975,200046 - TOLAK ANGIN,354,KTK,,,
976,200047 - TOLAK ANGIN ANAK,1,KTK,,,
977,200048 - TOLAK LINU CAIR,3,KTK,,,
978,200080 - TONG DJI AMPLOP,2,KTK,,,
979,200062 - TOP BARISTA KOPI GULA,305,RTG,,,
980,200054 - TOP CAPPUCINNO,374,RTG,,,
25/05/2026 15:20:20,,,,Halaman ke 19 dari 22,,
Daftar Barang,,,,,,
,,,,,,
No,Nama,Qty,Satuan,,,
981,200049 - TOP GULA,57,RTG,,,
982,200050 - TOP GULA AREN SC,267,RTG,,,
983,200051 - TOP GULA TORAJA 2+1,0,RTG,,,
984,200052 - TOP K 7GR,341,RTG,,,
985,200053 - TOP KOPI 165GR,851,BKS,,,
986,200059 - TOP NEO 2+1 MOCA / CARAMEL,46,RTG,,,
987,200055 - TOP PLUS,132,RTG,,,
988,200056 - TOP SUSU,427,RTG,,,
989,200057 - TOP SUSU KENTAL 30GR,26,RTG,,,
990,200058 - TOP WHITE,216,RTG,,,
991,200082 - TOTOLE 200GR,383,PCS,,,
992,200081 - TOTOLE 40 GR,360,PCS,,,
993,200083 - TOTOLE 400 GR,217,PCS,,,
994,200074 - TOTOLE 80 GR,5,PCS,,,
995,200067 - TPNG CAKRA 1KG  DUS,348,PCS,,,
996,200027 - TPNG CAKRA 25KG,150,KG,,,
997,200084 - TPNG LM 1KG DUS,0,BKS,,,
998,200036 - TPNG LM 25KG,1,ZAK,,,
999,200028 - TPNG PAYUNG 25KG,600,KG,,,
1000,200041 - TPNG SEGITIGA 1KG DUS,753,KG,,,
1001,200076 - TPNG SEGITIGA 500gr DUS,20,BKS,,,
1002,200042 - TPNG SGTG 25KG,575,KG,,,
1003,200061 - TROPICANA GULA DIABETX,0,PRES,,,
1004,200060 - TUMBAR,956625,ONS,,,
,,95,,,,
1005,200072 - T________,0,PCS,,,
1006,220001 - VANILI LAYAR BTL K,5980,BTL,,,
1007,220002 - VANILI LAYAR BUNDAR,505,PAK,,,
1008,220003 - VANILI LOKAL xxx,0,KG,,,
1009,220004 - VIXAL 800ML,21,BTL,,,
1010,220005 - V________,0,PCS,,,
1011,220006 - V________,0,PCS,,,
1012,220007 - V________,0,PCS,,,
1013,220008 - V________,0,PCS,,,
1014,220009 - V________,0,PCS,,,
1015,220010 - V________,0,PCS,,,
1016,220011 - V________,0,PCS,,,
1017,220012 - V________,0,PCS,,,
1018,220013 - V________,0,PCS,,,
1019,220014 - V________,0,PCS,,,
1020,220015 - V________,0,PCS,,,
1021,230023 - W xxxxxxxx,0,LSN,,,
1022,230001 - WIJEN,479.5,ONS,,,
1023,230002 - WING 12KG,6,KLG,,,
1024,230003 - WING 200K Hijau,120,BKS,,,
1025,230004 - WING 200K Putih,0,BKS,,,
1026,230005 - WING 20KG,0,KLG,,,
1027,230006 - WING 350K Hijau,1877,BKS,,,
1028,230009 - WING 350K Kuning / biru,300,BKS,,,
1029,230007 - WING 350K Putih,1147,BKS,,,
1030,230010 - WING 3KG,24,KLG,,,
1031,230013 - WING 500K Biru,319,BKS,,,
25/05/2026 15:20:20,,,,Halaman ke 20 dari 22,,
Daftar Barang,,,,,,
,,,,,,
No,Nama,Qty,Satuan,,,
1032,230011 - WING 500K Hijau,708,BKS,,,
1033,230014 - WING 500K Kuning / nanas,248,BKS,,,
1034,230012 - WING 500K Putih,772,BKS,,,
1035,230015 - WING 5KG,31,KLG,,,
1036,230016 - WING 900K,88,BKS,,,
1037,230017 - WING CEPUK 1/2KG xxx,0,PCS,,,
1038,230018 - WING CEPUK 1/4KG xxx,0,PCS,,,
1039,230019 - WING GELAS 350GR xxx,0,PCS,,,
1040,230020 - WIPOL 240ML 5000an,240,BKS,,,
1041,230021 - WIPOL 450ML,0,BKS,,,
1042,230022 - WIPOL 750ML,138,BKS,,,
1043,230024 - WIPOL SC 45ML 1000-AN new,152,LSN,,,
1044,230025 - WOW MIE SPAGETTI,370,PCS,,,
1045,230026 - W________,0,BTL,,,
1046,230027 - W________,0,PCS,,,
1047,230028 - W________,0,BTL,,,
1048,230029 - W________,0,KLG,,,
1049,230030 - W________,0,BTL,,,
1050,230031 - W________,0,KLG,,,
1051,230032 - W________,0,BTL,,,
1052,230033 - W________,0,BKS,,,
1053,180015 - XXX ROKOK A MILD 16 xxx,0,PRES,,,
1054,180014 - XXX ROKOK DJI SAM SOE 12 xxx,0,PRES,,,
1055,180013 - XXX ROKOK SURYA KLG xxx,0,KLG,,,
1056,180011 - XXX ROKOK SURYA PRO MR xxx,0,PRES,,,
1057,180012 - XXX ROKOK SURYA PRO PTH xxx,0,PRES,,,
1058,180010 - xxx SURYA12,0,PCS,,,
1059,040013 - XXXXXX DESAKU BAWANG PUTIH BUBUK SC xxx,0,RTG,,,
1060,040015 - XXXXXX DESAKU TUMBAR P1000 BARU isi 36 xxx,0,RTG,,,
1061,130002 - xxxxxx MAgxxxx,0,RTG,,,
1062,240001 - X________,0,PCS,,,
1063,240002 - X________,0,PCS,,,
1064,240003 - X________,0,PCS,,,
1065,240004 - X________,0,PCS,,,
1066,240005 - X________,0,PCS,,,
1067,240006 - X________,0,PCS,,,
1068,240007 - X________,0,PCS,,,
1069,240008 - X________,0,PCS,,,
1070,240009 - X________,0,PCS,,,
1071,240010 - X________,0,PCS,,,
1072,240011 - X________,0,PCS,,,
1073,240012 - X________,0,PCS,,,
1074,240013 - X________,0,PCS,,,
1075,240014 - X________,0,PCS,,,
1076,240015 - X________,0,PCS,,,
1077,130150 - ___ MINYAK CR GC,62863,JRG,,,
1078,000000 - ___ ONGKOS KIRIM,560,___,,,
1079,000051 - _____ TEMP2,999953,PCS,,,
1080,000010 - ______faktur campur______,479,PCS,,,
1081,000001 - _______,993914,___,,,
,,95,,,,
1082,000002 - ________,499719,___,,,
25/05/2026 15:20:20,,,,Halaman ke 21 dari 22,,
Daftar Barang,,,,,,
,,,,,,
No,Nama,Qty,Satuan,,,
1083,000003 - _________,10647,___,,,
1084,000004 - __________,10939,___,,,
25/05/2026 15:20:20,,,,Halaman ke 22 dari 22,,
